0,1
follow back and i'll give you the details.,I'll give you the details.
"scott, need a good book suggestion?","scott, do you need a good book suggestion?"
please see dm!!,"Please, see dm!"
4 people mci to del. preferably with jet airways ewr-bru-del segment. anytime in december,4 people mci to del. preferably with the jet segment airways ewr-bru-del. at any time in December
at the gate! iad to rdu,To the door! iad to rdu
to operated from to replacing b767-400er between 6may-23sep instead till 23oct,to be used to replace b767-400er between 6may-23sep to 23oct
hi! what is the phone number for reservations in venezuela? thanks,Hello! What is the phone number for reservations in Venezuela? Thank you.
can i request a ticket change through twitter ?,Can I request a change of ticket via twitter?
to start daily flights from to replacing on 7apr instead 28mar,to start daily flights to replace on 7apr instead of 28mar
to start daily flights from to replacing on 2jul,to start daily flights to replace on 2Jul
thank you for your response!,Thank you for your answer!
left item n the seatback on ua1260. is there any way to call dca to ask if they have the item? already submitted lost &amp; found report,left n the file on ua1260. Is there a way to call dca to ask if they have the object? already submitted the lost report &amp; found found found.
i dm'd child's birthdate and full name.,I have the child's name.
lisa j is amazing the guy not so much.,lisa j is unbelievable the guy not so much.
two years old. birthdate 11/13/2012,Two years. date of birth 11/13/2012
i already did.,I've already done it.
what would it cost,what would cost
i've got a campus visit in an hour and i'm still wearing the same clothes...,I have a campus visit in an hour and I always wear the same clothes.
adopting 2 yr old child from ethiopia. flying from add to grr on 2/28. need to add child to reservation and get costs. help! thx,2 years of Ethiopia. steal to add to grr on 2/28. need to add the child to the reservation and get costs. Help! thx
"good morning, any first class upgrades available for ua1619 feb 25 rsw to ewr? i need 4 seats please","Hello, all first-class upgrades available for ua1619 fb 25 rsw to ewr? I need four seats."
dm sent as requested. make sure you follow back so you can dm me back. thanks,dm sent as requested. Make sure you follow me so you can turn me back. Thank you.
please help,Please.
why is my ktn not showing on my boarding? why is tsa pre-check not applying to my boarding pass?,Why don't my ktn show up on my boarding? Why doesn't tsa pre-check apply to my boarding card?
sitting in the middle for the first time .. hope it works out well,sitting in the middle for the first time.. hopefully it works well
and learn how to book flights.,and learn to book flights.
thanks. got it straightend out last night.,Thank you. I got him out last night.
any chance flight 3745 is being delayed?? nervous about driving to dfw in this weather to drop off my brother,Is flight 3745 delayed? nervous to drive to drift in this time to let my brother go
will definitely do so. sending a dm now.,I will certainly. I'm sending a doctor.
- group 2 line gets longer every week. almost no one left for groups 3-5 anymore. time to make explorer card group 3?,- Group line 2 extends every week. almost no one left for groups 3-5. time to make the explorer card group 3?
hi -- was. thank you!,It was good. Thank you!
any news about the departure of the flight ua51?,news about the departure of the flight ua51?
someone should send a note to the revenue management team and ask about all the open bf and gf seats on 919.,someone should send a note to the income management team and ask about all the open seats bf and gf out of 919.
"basically, i need to leave from hawaii late flight evening (midnight) and get back to philly late flight monday night. most trips get me in tues","Basically, I have to start from hawaii at the end of the flight evening (mi-night) and return to philly at the end of the flight Monday night. most trips bring me to the toes"
yes please. going to drive the 6 hours.,"Yes, please. I'll drive the 6 hours."
the child is two years old,the child is two years old
followed you and dm'd you,You followed and you followed.
united 787 in snowy denver.,uni 787 in the snowy denver.
can you help me add my ktn to this reservation plz?,Can you help me add my ktn to this booking plz?
whats ua 1205 lax - newark ??,What did 1205 lax - newark??
you'll be hearing from me for sure.,You'll hear me.
in ethiopia adopting a child. need flight home from add to grr late flight 2/27 or very early 2/28. (need to change existing reservation),in Ethiopia adopting a child. need a home flight to add to flight 2/27 or very early 2/28. (need to change existing reservation)
"ua flight 1247. sfo to lax took my carry on at gate. i'm group 2, overhead bins are empty","ua vol 1247. sfo to lax took my port at the door. I'm group two, the head buckets are empty."
i just booked a flight for (2). when i view my reservation it has mi connected to first name. is this a problem? can it be changed?,I just booked a flight for (2.) when I look at my booking he half logged in to the first name. Is that a problem? Can it be changed?
how do i get through to finally board ua 1534?,How to finally board ua 1534?
with the exception of everything you've asked for. heh,except for everything you asked. heh
ua1469. just landed.,ua1469. I just landed.
flight 435,flight 435
she is travelling from melbourne (australia ) to bogota (colombia) tomorrow,she travels from the melbourne (australia) to bogota (Colombia) tomorrow
hi. my relative's flight booking problems number is my8yb4. her name is clarita jaramillo mejia. thank you,My parent's flight booking problem number is my8yb4. Her name is clarita jaramillo mejia.
why have airlines always told us they can't open a cabin door once it has been closed? this plane has done it 3 times tonight.,Why did the airlines always tell us that they couldn't open a cabin door once closed? This plane did it three times tonight.
